date,myanmar,namibia,nauru,nepal,netherlands,new zealand,nicaragua,niger,nigeria,norway,oman,pakistan,palau,panama,papua,paraguay,peru,philippines,poland,portugal,qatar,romania,russia,rwanda,samoa,san marino,sao tome,saudi arabia,scotland,scottish,senegal,serbia,seychelles,sierra leone,singapore,slovakia,slovenia,solomon,somalia,south africa,south sudan,spain,sri lanka,st. kitts,st. lucia,st kitts,st lucia,saint kitts,santa lucia,sudan,suriname,swaziland,sweden,switzerland,syria,taiwan,tajikistan,tanzania,thailand,tobago,togo,tonga,trinidad,tunisia,turkey,turkmenistan,tuvalu,uganda,ukraine,united kingdom,united states,uruguay,usa,uzbekistan,vanuatu,vatican,venezuela,vietnam,wales,welsh,yemen,zambia,zimbabwe
2018-11-01,61,64,52,21,20,14,52,44,32,29,77,48,22,43,41,27,57,63,46,22,51,55,23,30,18,33,62,47,42,39,8,13,52,33,77,15,14,44,29,23,35,32,35,12,11,54,60,41,60,25,66,53,43,48,10,48,49,81,46,12,13,35,35,14,100,39,19,73,16,26,32,23,53,45,13,4,61,34,34,37,47,65,34
2018-12-01,54,53,38,22,17,11,52,40,28,27,80,46,21,39,61,22,46,63,42,19,54,53,23,30,17,32,66,40,33,41,8,12,50,30,76,13,13,44,26,20,28,31,34,12,13,51,68,51,95,26,61,42,41,46,13,46,53,76,46,10,10,24,32,12,44,36,19,61,13,23,25,17,48,40,13,5,65,37,25,33,39,59,24
2019-01-01,52,64,39,21,18,19,54,44,31,30,87,49,22,48,40,26,46,66,44,23,62,49,24,33,18,34,72,43,40,42,9,12,60,34,78,14,15,43,29,25,29,39,38,15,14,71,84,49,53,26,70,48,41,50,14,50,53,80,52,12,10,27,34,15,26,56,23,68,11,25,26,21,50,66,15,5,91,37,32,36,51,68,35
2019-02-01,54,62,46,20,18,19,57,49,42,26,80,80,20,45,42,24,44,65,44,23,61,50,24,33,17,32,70,44,44,42,11,12,58,39,74,14,14,48,29,23,33,36,37,12,12,61,78,48,53,25,67,45,41,46,11,45,49,76,47,12,10,30,35,14,24,43,25,70,10,26,27,19,50,43,15,6,98,35,43,47,30,65,28
2019-03-01,52,62,46,21,23,32,59,48,34,31,79,63,22,46,45,37,51,63,45,27,61,53,23,37,17,45,57,39,46,42,10,18,57,35,77,18,16,44,31,22,33,38,36,12,12,62,73,44,53,24,65,49,40,47,10,49,52,74,46,13,11,25,36,14,26,43,26,74,13,27,27,19,49,52,15,5,69,36,42,42,29,70,30
2019-04-01,46,60,36,22,20,10,52,42,29,26,75,47,24,42,43,27,51,61,44,26,54,51,21,40,17,39,59,42,39,41,8,13,56,33,79,15,17,44,28,22,34,37,100,10,10,51,60,39,55,43,67,43,39,48,9,50,49,74,40,12,10,25,33,14,30,39,21,72,14,25,27,18,48,47,14,6,59,34,32,44,29,67,26
2019-05-01,48,60,38,22,22,12,53,43,29,31,72,55,22,45,40,27,53,64,47,27,52,56,22,33,17,57,53,44,40,38,10,13,55,48,75,19,19,50,28,26,32,42,34,10,11,49,61,37,53,26,70,68,44,52,9,50,48,75,41,12,10,25,35,15,27,37,26,67,13,37,32,19,50,48,14,5,64,34,31,36,28,65,24
2019-06-01,54,78,35,23,34,20,73,41,37,37,79,100,23,50,33,87,82,66,48,38,98,69,22,29,18,43,63,51,46,38,15,17,55,33,77,16,19,44,27,38,31,45,47,10,11,49,65,37,55,94,69,44,55,63,9,51,60,92,45,18,10,37,41,22,26,39,25,85,14,26,23,44,57,48,26,5,78,32,34,35,29,72,38
2019-07-01,50,64,36,23,31,27,52,43,40,30,74,56,26,45,44,27,90,71,44,28,55,51,21,27,19,37,65,41,41,42,32,14,59,32,79,15,20,41,32,24,27,38,40,10,11,55,65,39,55,25,70,46,57,52,8,50,91,81,42,12,10,28,36,28,26,46,19,76,11,26,22,19,62,46,14,6,53,31,33,35,24,63,30
2019-08-01,55,65,40,23,20,11,53,40,29,31,78,58,30,45,100,28,52,67,44,29,54,51,23,28,26,40,61,43,44,41,8,17,63,30,81,15,21,43,24,22,27,38,32,8,11,52,66,36,60,26,72,44,43,52,9,51,53,80,43,12,10,30,37,16,25,65,31,68,11,24,23,19,52,49,15,5,55,32,42,36,26,65,24
2019-09-01,50,86,40,24,22,11,57,43,31,27,85,55,25,41,71,29,56,68,50,29,58,56,24,29,31,56,64,61,45,39,8,32,57,38,87,17,20,45,32,33,30,42,35,11,10,64,65,42,57,26,72,44,43,53,10,51,58,80,44,14,11,84,37,17,28,46,24,72,20,29,26,20,54,52,14,5,54,33,40,39,36,70,34
2019-10-01,49,84,40,23,23,14,56,42,33,27,90,56,21,44,50,31,55,65,47,28,57,57,22,32,31,54,65,48,45,38,15,14,54,33,78,16,16,48,28,100,32,37,51,10,11,48,58,43,62,25,72,41,43,49,28,55,65,74,43,20,10,67,40,14,39,43,22,75,18,27,27,27,50,49,17,5,55,34,51,38,25,64,25
2019-11-01,52,70,47,25,22,20,53,47,30,29,90,72,21,42,40,31,55,68,49,26,56,65,22,33,21,39,84,46,38,39,9,15,50,37,79,17,16,45,29,24,35,34,36,12,11,51,64,45,63,26,75,47,46,45,11,51,80,75,46,14,11,31,36,12,96,41,67,72,18,26,26,29,51,48,14,4,57,35,42,40,28,72,23
2019-12-01,62,57,38,24,18,23,47,44,27,27,83,67,20,38,36,24,45,64,42,21,62,53,21,29,26,34,66,49,37,44,8,12,52,33,82,13,13,44,30,23,28,30,64,12,13,53,70,40,100,23,77,35,42,46,8,51,47,72,43,11,26,25,33,12,46,41,40,67,14,25,24,17,47,42,14,5,51,40,30,37,23,63,19
2020-01-01,50,68,38,23,20,50,52,49,29,29,100,53,23,42,39,26,47,71,45,25,59,52,24,31,20,33,80,47,41,43,9,14,63,34,82,15,15,46,28,31,30,38,95,15,13,67,79,49,55,24,81,39,41,51,10,57,50,77,47,13,24,25,36,14,28,44,36,71,20,27,27,19,57,59,17,5,53,36,35,39,24,65,54
2020-02-01,52,69,39,24,21,100,56,46,30,28,93,59,21,41,43,27,45,68,49,25,59,59,22,33,19,33,73,47,46,44,9,13,59,34,87,15,14,45,29,42,41,39,44,13,12,64,75,52,52,27,81,39,41,52,15,54,51,77,46,12,18,22,37,13,27,40,33,78,12,32,32,20,54,46,14,5,51,34,43,51,23,67,49
2020-03-01,47,63,37,23,28,24,65,45,33,27,85,55,15,39,43,31,56,67,51,33,69,89,45,32,29,38,50,56,50,41,11,14,46,34,78,18,13,40,29,53,35,64,41,10,10,45,57,61,43,25,84,36,48,54,13,56,70,79,43,12,19,21,37,12,30,44,36,85,11,52,53,21,84,40,13,9,52,32,40,38,24,63,84
2020-04-01,41,51,65,19,21,10,68,44,32,24,73,54,14,30,40,29,53,57,39,22,46,63,28,28,21,30,51,53,38,38,9,11,34,36,66,13,10,44,31,28,34,45,25,7,7,30,38,40,37,23,68,32,88,45,8,58,100,74,31,9,20,24,31,11,31,85,38,81,10,39,44,17,82,34,18,9,50,30,29,40,33,55,22
2020-05-01,38,51,45,20,20,10,62,47,31,24,72,52,12,37,34,28,55,61,39,22,44,60,27,26,20,30,45,43,38,38,9,11,30,36,57,11,10,49,33,28,34,37,24,7,7,35,42,32,38,27,88,30,79,40,8,52,60,99,30,9,17,22,31,10,27,57,40,82,10,34,40,17,71,40,10,5,54,31,30,43,26,55,22
